price,bedrooms,bathrooms,sqft_living,sqft_lot,floors
350000,3,2.5,2680,7836,2
250000,4,2,1850,7560,1
725995,4,2.5,3190,7869,2
1000000,3,2.5,2730,5832,2
686000,3,1.5,1840,9990,2
665000,4,2.5,2720,10000,2
1965221,4,3.5,4370,8510,2
653000,3,2.5,2290,3475,2
430000,2,1,990,4802,1
305000,2,1.5,1140,2980,2
809000,4,1.5,1840,4337,2
440150,2,1,1110,6800,1
615000,4,2.5,2150,9070,2
1035000,3,2.5,2230,5750,2
455000,2,1,1170,6000,1
635000,3,2.5,1960,7200,1
675000,3,2.25,2610,9002,2
316000,3,2.25,2130,8721,1
955000,3,2.25,3020,43560,2
985000,3,1.75,1670,5400,2
465500,3,1.75,1890,7004,1
305000,3,1,950,13475,1
645000,4,2.5,2430,14400,1
730000,4,2,2360,6000,1
366000,3,1.75,1510,8301,1
290000,3,2.5,2080,4828,2
472500,3,2,1750,15500,1
550000,3,2,1810,4064,1.5
410000,4,1.75,1790,11875,1
440000,4,2.75,2340,11034,1
535000,3,2.5,1690,9626,2
300000,4,2.5,2070,7476,2
432500,3,2.5,2240,6396,2
870000,4,3,4500,21780,2
492000,3,1.75,2770,39927,1
199950,3,1,1010,7245,1
439800,3,1.5,1120,6900,1
320000,5,2.5,3020,21441,1
687000,4,3.25,4400,186846,2
345000,3,1.75,1990,5650,1
274950,3,1,1450,8820,1
270000,4,2.5,1920,8497,2
342000,2,2.5,1175,1366,2
327000,3,1.5,1320,13200,1
610000,5,2.5,3990,3839,1
455000,2,1,1140,5720,1
540000,4,1.75,1720,4240,1.5
411000,4,2.75,2150,9915,1
544000,3,1.5,1790,8203,1.5
802000,2,2.5,2210,6327,1
568500,3,2.75,2180,7519,1
391000,3,2.25,1410,1290,2
298000,3,2.5,1950,3600,2
400000,3,2.5,1495,936,3
425000,3,2.25,1660,6000,1
328500,3,2.5,1950,8130,2
650000,5,2.75,2550,5040,1.5
850000,3,1.75,1370,3850,1
930000,4,2.5,2200,4000,2
530000,3,1.75,1250,6041,1.5
495000,4,2.25,2220,8872,1
500000,3,1.75,1620,4200,1
325000,3,1.75,2250,26337,1
365000,3,2.5,1720,99916,2
471000,4,2.5,3030,9687,2
223000,3,1,1030,9120,1
503000,3,2.5,2190,4882,2
230000,3,2,1440,5600,1
550000,4,2.5,2170,9600,1
1100000,4,3.75,2930,3200,1.5
193000,3,1.5,1180,9048,1
590000,4,4.25,2360,57514,2
712500,3,1.5,1660,8797,1
689800,3,2.75,2390,9313,1
430000,3,2,1360,5120,1.5
785200,3,2.25,1840,3500,1.5
474900,3,2.25,1800,43647,1
1070000,4,3.75,4130,12320,2
435000,3,1.75,2220,132858,1
941500,5,3.5,3490,9680,2
312000,4,2.5,1830,5175,2
835000,4,2.75,1550,4000,1.5
713250,3,2,2050,9000,1
440000,2,1,1230,6600,1
580135,4,2.5,3150,5886,2
575000,3,2.25,3800,33825,1
613000,3,2.5,1350,3068,2
235000,3,2,1530,8700,1
660000,3,2.5,2290,2798,3
280000,2,1.5,1480,15641,1
268000,3,1.75,1970,10270,1
235000,2,1,720,4840,1
390000,3,2,1080,7236,1
654950,4,2.5,2790,45902,2
449500,5,2.75,2040,7488,1
150000,3,1,1320,8220,1
440000,3,2.25,1680,57063,2
710000,3,2,2140,4923,1
420000,3,1.75,1660,9600,1
312000,3,2.25,1540,5338,1
320000,3,2,1880,10758,1
235000,3,1,1250,15603,1
437000,5,2,2120,137565,1.5
545000,3,1.75,1810,3000,1.5
640000,3,2.5,2370,11172,2
432000,3,2.5,1970,4036,2
548000,3,2.5,2110,4099,2
830000,3,3,2080,10521,1.5
875000,4,2.25,3720,12384,1
409950,2,1.75,1370,5125,1
695000,4,2.5,2961,12146,2
562100,3,2.25,2090,12112,2
475000,3,2.5,2600,7210,2
425000,3,2.25,1870,9000,1
600000,4,2.5,2620,9873,2
770000,3,2.5,2430,54059,2
239000,3,1.75,1340,16480,1
295000,2,1,1170,10621,1
560000,3,1.75,2000,10182,1
613000,5,2.5,2070,12000,1
960000,4,3,4590,9150,2
847000,5,1,2550,4623,2.5
206000,3,1,1060,9600,1
253000,2,1.75,1220,5000,1
430000,4,2.25,1790,7203,1
605000,3,2,2060,4040,1
425000,2,2.5,1140,1182,3
720000,4,2.5,2870,12648,2
375900,6,1.5,2550,33740,1
1298000,4,3.5,2790,10125,1.5
210000,3,1,1110,7962,1
234000,2,1,940,5375,1
285000,3,1.75,2880,18296,1
400000,3,1.5,1200,4800,1
718000,3,1,1030,4958,1
174500,2,2.5,1240,2689,2
222400,3,2,1200,9566,1
402500,3,3.25,2780,4002,2
250000,3,2.25,1765,7652,2
600000,4,2.5,1960,14242,1
930000,2,2.5,2680,11214,1
272500,3,2,1410,7622,1
363990,4,2.5,2240,3712,2
575000,4,2.75,3120,7644,2
400000,3,2.25,1450,4706,2
427874,3,3,2340,5002,2
309000,5,2.75,2481,4045,2
320000,3,3.25,1530,1602,2
390000,3,2.25,1250,7500,1
299000,1,0.75,560,12120,1
375000,4,1.75,2200,7475,1
240500,3,1.75,1460,10584,1
320000,3,1.5,1650,9380,1
1270000,5,2.5,3200,17204,1
658588,3,2.25,2560,41346,2
270000,3,2.25,2080,4252,1.5
327500,3,1,1070,7140,1
340000,3,1.75,2190,12626,2
200000,3,1.5,2060,15837,1.5
1025000,3,1.75,2640,8000,1
275000,3,2.5,1720,8755,1
1126000,5,3.5,3880,13885,2
280000,2,1,960,4920,1
485000,3,2.5,2340,59058,1
1901000,3,2.5,2660,13367,2
865000,3,1.75,2090,4725,2
532000,3,2.5,1820,4910,2
364950,4,2.5,2310,8030,2
212500,3,1,920,14400,1
135000,1,1,790,13062,1
437000,2,1.75,1500,6800,1
390000,3,1,1240,11108,1
760000,4,2.5,2730,36183,2
119500,3,1,1170,11000,1
2400000,5,3.25,3410,9088,2
837500,4,2.5,2700,9320,2
327500,4,1.75,1650,7800,1
175000,2,1,670,2378,1
289950,3,2,1670,7757,1
400000,3,1.75,1530,10731,1
219950,3,2.25,1500,7615,1
161700,4,1.75,1720,7200,1
500000,5,3,2920,11440,2
465000,3,1,910,4500,1
540000,3,1,1050,4160,1
525000,3,2,1540,7800,1
324950,3,1,1210,7440,1
565000,5,2.5,2650,11455,1
760500,3,2,1990,3990,1
1100000,5,2.75,2660,8737,1
603500,4,2.5,4060,9734,1
453500,5,2.5,2300,23345,1
583000,6,2.75,2630,16411,1
275000,2,1,770,8149,1
875000,4,2.75,3790,10669,2
335000,4,2.75,2540,7210,1
646000,4,2.25,2500,8500,1
392500,4,2.5,2150,7303,2
785000,3,1.75,1670,9600,1
470000,3,2,1800,12669,1
560000,3,2.5,2070,12708,2
519000,2,1,830,2820,1
746000,3,2.25,2370,9619,1
317000,3,1,1010,5400,1
371000,3,1.5,1420,4500,1
250000,4,2,2120,8701,1.5
532000,4,1.75,2020,7029,1
499950,3,2.5,1520,2208,2
375000,2,1,820,6250,1
640000,3,2.5,1690,1553,2.5
400000,3,2,2260,11305,1
572000,3,2.25,1830,7897,1
310000,3,2,1350,11150,1
989000,5,3.5,3280,4000,2
685000,4,2.5,2770,45514,2
907500,4,2.5,2770,8642,2
427500,4,2.5,2460,5091,2
860000,3,3.25,4720,32467,2
365000,2,1,1250,8100,1
250500,3,2,1710,7225,2
411715,3,1.75,1840,5101,1
415000,4,2.5,2000,5962,2
129000,1,1,650,15364,1
489000,3,1.5,1020,9072,1
170000,2,1,1500,18540,1
418500,3,2.5,2060,4399,2
261000,3,1.5,1810,29308,1
2005000,6,4.5,3810,28176,1
355000,2,1.75,1650,4000,1
742000,3,3.25,1540,704,3
399950,3,1.5,2080,5244,1
791000,3,2.25,2430,5500,2
190000,5,2,1750,10284,1
229500,3,1.75,1770,33224,1
539000,3,2.5,1710,2300,2
549000,4,2.25,2740,88426,2
545000,5,2.5,2730,17240,1
285000,3,2.5,2437,5136,2
648000,4,2.5,3290,6203,2
610000,4,3.5,2910,5260,2
767450,3,2,1630,7599,1
765000,4,3,4410,5104,2
586500,3,2.5,1780,1487,3
520000,3,3.25,1540,1487,2
455000,3,1.75,1420,1189,3
653000,3,2.5,2680,9750,1
279950,3,2,1750,9750,1
449950,3,2.5,2170,4912,2
565000,3,2.75,2390,9966,1
620000,4,2.25,2400,5350,1.5
269000,3,1,1690,4250,1
875000,3,3.5,3250,6000,2
630000,4,3.75,4610,40202,1
425000,4,2.75,2440,15349,2
647500,3,1.75,1290,3870,1
450000,4,1,2000,4676,1.5
440000,3,1,1050,7500,1
445000,4,2.5,2340,3784,2
530000,4,2.25,2210,7665,2
875000,5,2.5,2920,5568,2
685000,3,2.75,3150,219978,2
798000,3,3.5,3590,6402,2
297500,4,2.5,1910,5000,2
749950,4,2.75,3110,35235,2
495000,5,3,2440,4750,1
540000,4,2.25,1330,8400,1.5
395000,3,1.75,1460,22651,1
1300000,6,4.5,3902,3880,3
1075000,5,4.75,5180,17811,2
214100,2,2.5,1150,2064,2
210000,4,1.5,1920,10403,1
499500,3,2.5,2520,53143,1.5
546000,2,1,970,3400,1
292000,5,2.5,2490,7666,1
289000,3,2,1680,8424,1
240000,3,1,1150,4825,1
395000,4,3,1980,7931,1
795000,4,2.25,2070,13084,1
955000,4,4.25,5660,193593,2
725000,4,2.75,2420,10962,1
335000,4,2.5,2610,4781,2
492000,4,3.75,2810,10840,2
250000,3,2.5,1510,10384,1
700000,3,1.75,1910,4800,1
545000,3,1.75,1700,51649,1.5
555000,4,2.75,2020,10720,1
640000,3,1.75,2340,4206,1
390000,3,2,1463,868,3
466500,3,1,1430,3840,1
372500,3,1.5,1180,12324,1
1800000,5,4.5,4400,15580,2
255000,3,2.5,1610,6176,2
466800,3,2.5,1480,14250,2
749000,3,2.5,2670,10338,2
610000,4,1.75,1830,29110,2
356000,2,1,920,4095,1
165000,3,1,1150,19200,1
229000,2,1,1190,7408,1
530000,4,3.25,4160,35654,2
499950,3,2.5,2370,12753,2
619000,4,1.75,1660,3800,1.5
547000,3,2.5,1480,8381,1
359800,4,2.5,2390,6426,2
499000,3,3.5,1690,1432,2
189000,3,1,1010,7560,1
799000,4,3.5,3500,8547,2
257000,4,2.75,2330,7642,1
270000,3,1.5,1890,9450,1
453500,4,1.75,2000,6032,1
237000,3,1,1130,10650,1
456000,4,1.75,1670,9886,1
355500,3,2.5,2600,5540,2
299950,4,1.75,1560,31299,1
335000,3,2,1170,5360,1
268500,4,2.5,2100,4237,2
385000,3,2.25,1710,11500,1
376000,4,2.75,2420,5773,2
605004,4,2,1370,4000,2
886000,4,2,2660,3900,1.5
560000,4,2.5,2260,3713,2
343000,4,2.5,2070,4500,2
1415000,4,5.25,4670,43950,2
270000,3,1,1500,13500,1
411605,4,2.5,2658,3960,2
550000,4,2.5,2700,5150,2
465000,3,2.25,1530,1245,2
584000,3,2.5,1480,1485,2
275000,3,3,1390,1080,2
324500,3,2.5,1660,3990,2
700000,3,2.5,2050,4185,2
385200,4,1,1550,7740,1.5
270000,4,2.25,1900,8600,1
735000,4,2.5,2820,6180,2
389250,2,1.5,1490,4080,1
315000,3,1.5,1750,12500,1
545000,4,2.5,2040,6034,2
550000,3,1.5,1900,5000,1.5
415000,3,1.75,1910,12596,1
387500,3,1,1560,14333,1
432000,3,1.75,1470,6250,1
402000,3,2.5,2700,9994,1
1035000,4,3.25,3450,11240,2
294700,3,2,1970,9600,1
744000,3,2.5,2670,12187,2
715000,3,2.5,2550,13458,2
500000,4,1,1720,4011,1.5
1300000,4,4,4270,6002,2
1150000,3,1.5,2170,16600,1
650000,4,2.5,2840,9354,2
435000,4,2.75,3270,50994,2
510000,3,1.75,1480,7040,1
525000,5,2.75,2440,8000,1
920000,4,2.75,2880,5750,1.5
200000,2,1,1730,9610,1
435000,2,1,1260,4080,1.5
809950,4,2,2230,9900,1.5
1370000,2,2.25,2460,16940,1.5
455000,4,1.75,2050,94525,1
471000,3,2.5,2030,2805,2
253500,2,1,810,4800,1
185000,3,1,1840,8100,1
535500,3,1.5,1730,40250,2
835000,2,2,2280,6815,1
589500,4,2.5,2630,6326,2
680000,3,2.25,2270,23900,1
360000,3,1.75,1020,7020,1.5
595000,4,2.5,1990,2175,2
300000,4,2.5,2680,15508,2
660000,3,1.75,1980,3300,1.5
570000,3,2.5,2400,6975,2
285000,2,1,780,5000,1
435000,3,2,980,5000,1
160000,3,1,1210,103237,1
805000,5,2.5,4600,19831,1
450000,3,2.5,1480,1961,2
510000,4,1.5,1320,14250,1
1120000,5,2.75,4400,18500,1
1280000,4,3.5,3010,3600,2
539000,3,2,2260,9568,1
407193,4,2,1880,14653,2
320000,3,1.75,1370,9900,1
739000,4,3,2720,3800,2
452000,2,1.75,1740,5400,1
600000,4,2.5,2560,5593,2
279000,5,2.5,2690,5557,2
895000,4,3,3240,5562,2
585000,4,2.5,2430,4747,2
405000,2,2,1405,1073,2
837219,5,2.75,3030,7679,2
969990,4,2.5,4150,8436,2
490000,3,3,1730,2940,3
611000,6,2.5,3820,53173,1
462000,4,2.5,3070,6432,2
540000,4,2.5,1780,4169,2
260000,4,2.5,1811,4381,2
510000,4,2.25,2450,62290,2
567500,3,2.5,2300,7398,2
445000,2,1,1440,3225,1
684680,4,2.25,2370,9360,2
2700000,4,3.25,4420,7850,2
455000,3,1,1300,3550,1.5
540000,5,3,2870,4369,2
530000,3,2.75,3400,7200,2
410000,3,1,1410,5060,1
450000,3,1.75,1640,13500,1
609900,4,2.5,3190,7399,2
648000,4,2.5,2380,13435,2
550000,3,2.5,2260,4165,2
347000,3,1.75,1240,8050,1
1635000,5,3.5,4220,26784,1
1339000,4,2.5,4250,19387,2
288350,3,1.5,1860,7963,1
1150000,3,2.5,2850,10474,1
525000,3,3,2470,36445,2
250250,3,2.25,2210,8000,2
341000,4,1.75,1920,7665,1
700000,4,3,3150,7778,2
390000,4,1.75,2700,7875,1.5
539950,3,2.25,2190,7149,1
552000,2,2.5,1380,951,3
250000,5,1.5,2520,5753,1.5
502000,3,1.75,1300,8800,1
480000,4,1.75,2220,6500,2
378500,2,1,730,7528,1
1350000,4,3.25,3300,15907,2
1900000,4,3.25,4130,112521,2
605000,3,2.5,2670,47480,2
307550,4,2.5,1980,5909,2
304700,2,1,740,5995,1
568000,3,1.75,2050,3520,1
385000,3,1.75,1230,7500,1
345000,3,2.5,1210,1420,3
435000,3,2.25,1890,7200,1
579000,2,2,1870,6275,1
236000,3,1.75,1330,6301,1
305100,3,2,1590,35988,1
368000,3,1.75,1710,10800,1
255000,2,1,1200,9000,1
400000,2,1,1140,5100,1
440000,3,1.75,2240,8153,1
417000,2,1,920,6600,1
435000,2,1,800,5000,1
475000,4,2.75,1980,11443,1
563500,4,2.5,2800,12831,2
285000,3,2.25,1680,35127,2
471000,4,2.5,2330,9928,2
500000,4,1.75,2240,9886,1.5
640000,3,2.5,2140,8925,2
442500,4,2.5,2170,14024,2
213400,3,1.5,1150,8686,1
831000,4,2.5,2030,3905,1.5
325000,3,2,1350,11805,1
425000,2,1,910,4635,1
550000,4,2.5,2700,5100,1
599950,4,3.5,3730,15029,2
1225000,4,2.5,2740,16007,2
750000,4,3.25,2050,5000,2
290000,4,3,2390,4500,2
270000,4,2.75,1990,7252,1
229950,4,1.75,1300,21000,1
234999,3,1,1330,8912,1
265000,2,1,1000,31505,1
367300,4,2.75,2190,14937,2
550000,3,1.75,1380,3402,1.5
743700,4,2.5,2610,33206,2
352750,2,1.75,1060,1241,2
403950,2,1,710,1136,2
980000,4,2.5,2730,4800,1.5
585000,4,1.75,2470,131790,2
554000,3,1.75,1760,10780,1
546000,3,2.5,1530,3464,2
280000,2,1.75,1610,158558,1.5
212500,2,2,1030,21712,1
739000,4,2.5,2800,246114,2
428000,3,2,1310,2550,1
965000,4,2.25,3160,34560,1
364900,3,3,2500,8304,2
559000,3,1.5,2070,5386,1
213000,4,1.75,1980,9000,1
620000,3,2.5,2590,7237,2
240000,4,1,1910,16320,1.5
852500,3,2.5,2630,10100,1
600000,3,2.5,2630,77972,2
410000,3,2.5,1960,4400,2
328000,3,1.75,1440,45302,2
625000,3,1.75,2210,16200,1
649950,4,2.5,2350,63162,2
235000,3,1,1590,13000,1.5
489000,3,3.5,1500,1249,2
536000,3,2.5,1900,6224,2
400000,4,3.5,2370,3692,2.5
398000,3,2.5,1720,1715,2
379000,4,1.5,2020,7560,1
345000,2,1.5,1340,1210,2
365000,3,2.5,1800,2700,2
315000,3,2.5,1480,1590,2
571000,4,2,2750,7807,1.5
1025000,5,4,3760,28040,2
695000,3,2.75,2540,4694,2
225000,3,1.75,1760,26055,1
740000,3,2.5,3000,25341,2
315000,4,2.5,1930,9643,2
1230000,4,2.5,3040,7000,2
420000,2,1,860,3880,1
310000,3,1.75,1420,7650,1
700000,3,2,2080,3880,1
269000,3,2.5,1560,4200,2
369990,4,2.5,1960,7133,2
800000,3,2.25,1620,4500,2
569000,5,3,3670,10583,1
175000,6,1.5,1930,8400,1
440000,3,1.5,1290,1286,3
435000,5,2.25,1970,15247,1
345000,3,1.75,1540,6909,1
558000,4,2,2180,3870,1
475000,2,1.75,1490,224334,1
490000,3,2,2220,10275,2
335000,3,1.75,2430,9133,1
350000,2,0.75,1392,43710,1.5
100000,4,1,1120,2685,1
417500,4,1,1390,10800,1.5
253000,3,1.75,2040,7281,1
1240000,5,3,2830,7500,2
490000,4,2.5,3020,8302,2
470000,3,1.75,2290,14800,1
483300,4,2,1210,11100,1
659000,3,2.5,2510,6320,2
480000,4,1.75,2320,4322,1
165000,3,1,970,6600,1
659500,3,1.75,1820,5500,1
219900,3,1,970,7742,1
315000,2,1,1740,3622,1
250000,3,1.75,1590,7560,1
268000,2,1,1380,5000,1
380000,4,1.5,1680,11123,1
499000,2,1,1220,3000,1
285000,2,2,1651,18200,1
183000,3,1.75,1330,9200,1
1070000,3,3,2940,4622,2
429000,3,3.25,1410,1246,3
403000,2,1,1100,3598,1
375500,3,1.5,1530,7200,1
1795000,5,3.25,5270,17232,2
516200,3,2,2110,5150,1
385000,4,1.75,1720,8750,1
515000,3,2.5,1800,5001,2
375000,4,2.5,2210,9427,2
650000,4,2.25,2560,9731,2
306888,2,1.5,1010,7719,2
870000,4,2.5,3340,12248,2
310000,4,1,1740,11075,1.5
251750,3,2,1320,7200,1
366000,3,1.75,1520,8625,1
429950,3,1.5,2010,9480,1
710000,3,3.5,2440,3427,2
895000,5,2.5,2550,20875,1
149500,3,1,1010,9450,1
310000,3,2.5,1780,6771,1
555000,3,2,2180,4976,1.5
750000,5,3.25,2750,7500,2
745000,4,3.25,3490,7024,2
695000,3,2.5,2550,45254,2
433000,3,1.75,1870,7189,1
307000,4,1,1150,8184,1.5
655275,3,1.75,2050,11856,1
392000,4,2.75,1940,6555,2
1180000,5,3.75,3630,6000,1.5
359950,3,1.75,1890,9100,2
360000,4,2,1630,10375,1
566000,4,1.75,2440,5000,1
700000,5,2.75,3100,9825,2
415000,3,2.5,2090,6045,2
199500,3,1,920,9812,1
749000,3,1,1580,5000,1.5
680000,3,1.75,1760,8400,1
400000,4,2.5,2530,7563,1
608000,4,2.75,2490,9714,1
589900,4,4.5,3870,35889,2
480000,5,2.5,2732,9500,1
1059500,5,3.25,3230,3825,2
915000,6,3.75,2930,14980,2
695000,4,3.5,3510,9364,2
899900,4,2.5,2580,3909,2
499950,2,2.25,1060,1208,2
533112,4,2.75,2790,8853,2
303210,4,2.5,2009,5000,2
525000,5,2.75,2880,8364,2
399950,2,1,710,1157,2
850830,3,2.5,2070,13241,1.5
371500,3,2,1370,8336,1
522000,3,1.75,1730,8400,1
588000,4,2,1680,5000,1
276900,2,1,1350,10096,1
248000,5,1.5,1510,9078,1
280000,3,2.5,1860,6607,2
495000,6,5,3440,4500,2
665000,6,3,4250,4400,2.5
290300,2,1,860,3874,1
527000,2,1.75,1640,4080,1
487028,2,1.5,1295,1093,2
325000,3,1.75,1790,27427,1
799000,3,1.5,2210,6300,1.5
7062500,5,4.5,10040,37325,2
354000,3,1,940,10368,1
262500,3,1.5,1160,8906,1
560200,3,2.5,1990,3984,2
220000,3,1,1050,6300,1
650000,2,1,1030,5750,1
435000,3,2.5,1420,2581,3
800000,4,3.75,2690,4000,2
1010000,4,2.5,3760,29224,2
200000,2,1,700,4700,1
295000,5,3.5,2100,5107,2
580379,4,2.75,2240,27820,1.5
875000,4,2.5,3470,32109,2
515000,3,2.5,3370,19585,2
599000,4,2.5,2790,230868,2
285000,3,2.5,1870,4060,2
290000,3,1.75,1520,15090,1
355000,1,1.75,750,20339,1
381000,3,1.5,1460,11407,1
571000,3,2.5,2600,7465,2
852600,4,2.5,3320,11901,2
1085000,5,2.5,2340,6000,2
371000,3,1,890,7200,1
514000,3,1.75,1720,5899,1
386000,3,1.5,1270,1318,2
464000,4,2.5,2180,7203,2
335000,4,2.25,2030,13500,1
740000,4,2.75,2490,17833,2
465000,4,1.75,1470,5350,1
700000,3,2.75,2500,7378,1
785000,3,3.5,4500,21870,2
350000,3,3.25,1460,1592,2
148000,1,1,620,8261,1
530000,3,1.75,1550,3680,1
349000,3,2.5,1430,1002,3
240000,3,1.5,1360,9760,1.5
330000,3,2.5,2210,7557,2
735000,4,1.75,2460,5100,1.5
545000,3,2.5,2180,15693,1
214950,3,1.75,1570,4875,1
657500,4,2.75,4140,24190,2
476000,3,1,1140,5500,1.5
2888000,5,6.25,8670,64033,2
110000,2,1,800,15000,1
292000,4,2.75,2414,7693,2
317000,3,1,1160,8813,1
455000,4,2.5,3170,10688,2
1365000,5,3.5,4210,17258,2
460000,3,2,2060,4437,1
405000,3,2,1640,7201,1
333000,2,1,720,6686,1
427000,4,1,1860,4736,1.5
742000,4,2.5,2810,10986,2
465000,4,2.5,2090,9702,1
809950,4,2.5,3280,6181,2
619400,4,2,2090,3610,1.5
762400,3,1.75,2430,14607,1
535000,5,2.25,2520,49222,2
881000,5,3,2510,4125,1.5
813000,4,2.75,3370,6675,1
234000,3,2,1640,5280,1.5
308900,3,2.5,2250,7294,2
450000,4,2.5,2300,19250,1
547500,3,3.5,1650,2262,3
399950,2,1,710,1131,2
516000,4,3.5,2550,8698,2
250000,2,1.5,982,846,2
475000,3,2.25,1630,2520,2
415000,4,2.5,2550,4500,2
545000,2,1.25,1240,2150,2
329950,3,2.5,2456,7566,2
1325000,5,2.25,3200,20158,1
784000,3,3.5,3950,111078,1.5
610750,4,2.25,2180,7297,2
578000,4,2.5,3140,9225,1
1485000,4,3.75,4030,10800,2
501000,3,1.75,1970,7972,1
465250,5,2,1940,7642,1.5
2250000,5,4.25,4860,9453,1.5
1095000,0,0,3064,4764,3.5
315000,2,1,970,5665,1
900000,4,2.25,2460,44431,1
789500,4,2.5,3010,6100,2
678500,3,2,2460,6600,1
342500,3,2,2080,11375,1
860000,4,3.25,3960,7012,2
306000,4,2.5,2490,8124,2
580000,5,2,2060,6000,2
405000,3,1,1330,15678,1
510000,3,1.75,1600,19200,1
173000,2,1,820,10450,1
210000,4,1.75,1200,7680,1
445000,3,1,1050,5664,1
585000,3,2.5,1910,1501,2.5
381000,3,1.75,1800,6000,1
890000,3,2.25,2060,8640,1
235000,3,1.75,1840,9697,1
480000,3,2.5,1250,1103,3
575000,2,1,1510,4032,1.5
350000,4,2.25,2300,4600,1.5
259000,4,1.5,1490,7560,2
599000,5,2.75,2820,4608,1
210000,4,1.5,1130,7840,1
1184000,4,2.5,3200,7500,1.5
545000,3,1,1510,5000,1.5
299995,3,2.5,1970,7500,2
440000,3,1,1210,5750,1.5
699000,4,2.5,3280,27441,2
795000,3,2,2420,17859,1
445000,5,1.75,2460,6846,1.5
397990,3,1,1180,11862,1
706000,3,2.75,1900,6400,1
363000,3,3.25,1651,1779,2
850000,4,2.25,2130,11843,2
620000,2,1,1430,3000,1.5
1228000,4,2.5,5730,44947,2
333000,4,2.5,1910,9244,1
743000,3,1.75,2110,11250,1
448000,2,1.5,1630,3780,1
485000,4,2.5,2470,35073,2
489950,4,2.25,2640,31941,1
498500,5,2.75,2990,7420,2
531000,3,2.5,2120,9736,2
670000,3,2.5,2050,6420,1
310000,5,3,1880,5000,1
835000,3,3,2790,12523,2
1688000,4,2.5,3000,7500,2
495000,4,2.5,2140,7245,2
495000,3,2,1769,9300,1
440000,3,1,1710,6556,1.5
280000,1,0.75,420,6720,1
1070000,4,2.5,3270,35445,2
1034500,4,2.5,2370,10858,2
248000,4,2.5,1770,5855,2
294000,4,2.5,2210,8465,1
561000,3,2.25,1710,4140,2
656500,4,2,2710,4750,1
660000,3,3,2340,2970,2
370000,2,1,1220,17172,1
349950,3,1,1060,9525,1
223000,2,1,910,9869,1
560000,4,1.75,1880,3880,1.5
594000,4,1.75,1870,5200,2
600000,3,2.25,1480,5400,2
315000,3,2.5,1880,7000,2
430000,4,1.75,1890,6000,1
440000,3,2.75,1560,7392,1
312500,2,1.5,1070,1200,2
1240000,5,4,4410,14380,2
300000,3,3.25,1470,1235,2
680000,3,2.5,2570,3600,2.5
336750,2,2.25,1170,1011,2
822500,5,3.5,2320,4960,2
589000,4,3,2440,9600,2
863000,4,2.5,4120,22370,2
210000,2,1.75,1440,5680,1
206135,3,1,1340,11070,1
1125000,6,3.75,3010,4360,2
285000,3,1.75,1840,8601,1
230000,2,1,930,7550,1
845000,4,2.75,4070,115434,2
350000,3,1.75,1820,9545,1
304000,3,1,1280,8184,1.5
370000,2,1,900,4600,1
810000,3,1.75,1980,13503,1
440000,4,2.25,2010,7575,1
1030000,4,2.5,2750,4800,2
775000,4,2,3140,10875,1
1335000,5,2.25,4200,5800,2.5
235000,3,1.75,1900,8540,1
499950,3,1,1830,3000,1.5
622500,5,2.75,3320,23760,2
300000,4,2.5,2700,10814,1
205000,3,1,1290,6566,1
435000,3,1.75,1500,8173,1
697000,4,2.75,3650,48351,1.5
153000,3,1,1270,6405,1.5
454000,4,2.25,2630,39000,2
345000,2,1.5,1800,26615,1
585000,3,1,1870,2807,1.5
380000,4,2.5,2540,6365,2
250600,4,2.5,1930,8660,1
890000,4,2.25,2770,13500,2
370000,4,2.5,2220,5338,2
369500,3,1.5,1650,9957,1
883000,4,2.5,3670,54450,2
950000,4,2.5,3770,35081,2
615000,3,1.75,2350,20820,1
305000,3,1.5,1210,5240,1
590000,4,2.5,2010,7972,2
485000,3,2.5,1580,6065,2
215000,2,1,710,7200,1
430000,3,2,1910,5040,1.5
324900,4,2.5,1880,7965,2
849900,2,2,2280,641203,2
975000,5,2.75,3100,10014,1
910000,5,2.5,2350,4000,2
459950,3,1.75,1850,6869,1
325000,3,2.5,2070,8337,2
513000,4,2.75,2020,7070,1
475000,3,2.25,1580,12177,1
419000,4,2.5,2690,7947,2
760000,4,2.5,2420,10285,1
1120000,5,1.5,2540,6660,2
129000,2,1,1150,30184,1
725000,5,2.5,3210,12000,1
580000,3,2.5,2040,4627,2
385000,3,2.25,1920,4833,1
265000,4,1.75,1900,10588,1
1735000,3,2.5,4310,32093,1.5
330000,3,2.5,1070,1155,2
665000,4,2.5,2790,43091,2
799000,3,2.5,2860,4442,2
589000,3,2,2250,8800,1
1695000,2,2.25,3170,3000,2
538000,3,1,1460,7200,1
530100,3,1,1540,3399,1.5
718500,3,2,2910,6600,2
299000,3,1.75,1180,13927,1
556000,3,1.75,1640,7437,1
171000,4,2,1520,19672,1
540000,5,3,3610,9775,2
250000,3,2.25,1400,3814,2
795000,4,3.5,3200,3250,2
575000,3,3,1384,1287,2
379500,3,2.25,1410,1287,2
385000,4,2.5,2050,5276,2
415500,4,2.5,1750,4779,2
397500,3,2,1510,6710,1
530000,3,2.5,1930,7214,2
883000,4,2.5,2960,41656,2
850000,5,2.75,2920,11880,1
496752,2,1,1980,5000,1
330000,3,1.75,1430,8865,1
735000,4,2.75,2450,4187,2
525000,4,2.75,2360,4924,2
